operation;value;success;time_ns;operations
insert;41810;true;2500;129
insert;60459;true;3400;254
insert;66388;true;3900;557
insert;24545;true;1300;48
insert;72479;true;10400;876
insert;61018;true;3900;273
insert;14793;true;14900;1178
insert;19423;true;19300;1391
insert;16872;true;16800;1276
insert;31299;true;1600;56
insert;8333;true;8900;891
insert;69622;true;7400;721
insert;97649;true;18300;1296
insert;70047;true;7700;752
insert;18263;true;18100;1340
insert;31520;true;1700;69
insert;81919;true;2400;537
insert;67361;true;3600;595
insert;34371;true;1000;34
insert;20035;true;18800;1417
insert;94741;true;13800;1144
insert;43033;true;1600;131
insert;86408;true;6600;763
insert;81226;true;1400;512
insert;24003;true;1000;37
insert;21018;true;19700;1462
insert;45606;true;3900;240
insert;1745;true;2500;593
insert;32779;true;1300;42
insert;59324;true;2400;214
insert;7721;true;8100;876
insert;93250;true;15700;1089
insert;44604;true;2900;203
insert;36237;true;1500;44
insert;20320;true;21400;1431
insert;51098;true;5500;327
insert;9152;true;11500;932
insert;83751;true;4300;640
insert;31723;true;1200;82
insert;67058;true;4600;592
insert;7735;true;8700;881
insert;18289;true;18700;1360
insert;29050;true;1200;41
insert;62291;true;5500;339
insert;76721;true;13800;1101
insert;84132;true;4800;663
insert;82450;true;2800;572
insert;61523;true;4400;308
insert;79302;true;18000;1204
insert;94174;true;477200;1135
insert;54633;true;5700;328
insert;59017;true;2900;203
insert;48635;true;3000;196
insert;27966;true;2200;98
insert;90933;true;11500;984
insert;36600;true;1800;33
insert;81793;true;2400;547
insert;34527;true;2100;40
insert;75865;true;15900;1061
insert;10688;true;11500;995
insert;78382;true;13400;1172
insert;83969;true;4200;664
insert;42662;true;1600;120
insert;80884;true;1300;505
insert;91979;true;10800;1042
insert;82620;true;3200;595
insert;62342;true;5700;348
insert;23024;true;2100;100
insert;63017;true;5500;387
insert;80846;true;1300;508
insert;58201;true;1200;160
insert;76464;true;13900;1093
insert;34915;true;1400;41
insert;79784;true;15900;1228
insert;64130;true;2200;485
insert;43787;true;2500;177
insert;52572;true;2300;241
insert;79117;true;19900;1212
insert;35908;true;1800;37
insert;2074;true;2900;616
insert;86685;true;6800;803
insert;33778;true;1300;43
insert;40226;true;1400;72
insert;35983;true;1300;42
insert;32353;true;1700;44
insert;6187;true;7900;823
insert;63885;true;1900;479
insert;48730;true;2600;203
insert;42622;true;1200;122
insert;29234;true;14600;56
insert;82112;true;2800;572
insert;13514;true;14000;1144
insert;37981;true;1500;50
insert;12977;true;12900;1121
insert;97898;true;20400;1359
insert;30334;true;2200;59
insert;5710;true;7500;804
insert;10545;true;24300;1003
insert;76154;true;15600;1090
insert;76745;true;13300;1123
insert;58864;true;2100;201
insert;33761;true;1300;42
insert;28815;true;9700;49
insert;42370;true;2700;150
insert;99538;true;83700;1430
insert;90904;true;11900;1007
insert;54814;true;4700;344
insert;39101;true;2700;68
insert;15692;true;16500;1266
insert;919;true;1700;569
insert;67710;true;5100;648
insert;7123;true;7200;874
insert;81948;true;2000;568
insert;19345;true;14800;1449
insert;93300;true;10500;1139
insert;48614;true;2100;196
insert;69127;true;6000;725
insert;95250;true;12800;1244
insert;28344;true;2100;121
insert;56538;true;5100;421
insert;9568;true;8800;976
insert;85131;true;108300;753
insert;79513;true;19200;1240
insert;77328;true;13700;1157
insert;96286;true;15700;1304
insert;64091;true;2200;494
insert;21341;true;20800;1533
insert;69965;true;7300;783
insert;64609;true;2200;512
insert;92335;true;834300;1089
insert;97538;true;67800;1366
insert;99161;true;53300;1441
insert;36655;true;725600;31
insert;92922;true;275600;1124
insert;87235;true;6700;849
insert;37415;true;12900;63
insert;9386;true;6100;968
insert;91839;true;7100;1064
insert;52233;true;1400;220
insert;60244;true;2200;262
insert;60392;true;2200;273
insert;80834;true;1100;525
insert;14124;true;12500;1207
insert;48220;true;1500;175
insert;66741;true;2700;605
insert;12127;true;6100;1108
insert;83822;true;2300;688
insert;61435;true;2300;320
insert;26608;true;6600;103
insert;553;true;1200;553
insert;26720;true;3500;108
insert;6246;true;3300;846
insert;95908;true;238500;1307
insert;93877;true;7900;1190
insert;26944;true;2400;78
insert;6955;true;4700;879
insert;40027;true;1600;67
insert;49549;true;2600;262
insert;97157;true;9800;1363
insert;26960;true;12500;111
insert;5859;true;4100;830
insert;72486;true;6800;926
insert;36169;true;1500;47
insert;91227;true;6800;1050
insert;28493;true;2000;132
insert;76942;true;7600;1155
insert;87875;true;4500;901
insert;52066;true;1200;211
insert;91488;true;6200;1066
insert;16402;true;8900;1335
insert;72999;true;6200;956
insert;3176;true;2800;692
insert;28480;true;1600;133
insert;19971;true;10600;1499
insert;20055;true;10400;1504
insert;50679;true;3200;331
insert;51703;true;1300;206
insert;36932;true;5500;54
insert;71164;true;5200;851
insert;64933;true;2100;536
insert;24720;true;1500;52
insert;32946;true;13800;62
insert;17186;true;9600;1381
insert;21076;true;11400;1558
insert;11783;true;6600;1109
insert;20039;true;11000;1512
insert;40247;true;1800;78
insert;592;true;1300;571
insert;83286;true;2800;673
insert;58072;true;1200;163
insert;17608;true;9900;1410
insert;32299;true;6800;63
insert;51730;true;1500;209
insert;44718;true;2400;217
insert;2039;true;2100;647
insert;62668;true;5700;390
insert;29116;true;1400;46
insert;54645;true;2900;348
insert;86690;true;4500;842
insert;59582;true;2000;245
insert;54307;true;2600;341
insert;30892;true;6400;112
insert;46061;true;2900;274
insert;95876;true;9200;1325
insert;96790;true;9800;1368
insert;86665;true;4400;843
insert;68860;true;4100;737
insert;62286;true;725000;370
insert;74487;true;9300;1030
insert;80548;true;10000;1319
insert;55279;true;3600;396
insert;28239;true;15400;132
insert;80963;true;1700;550
insert;56857;true;4100;459
insert;51987;true;1400;220
insert;46433;true;3500;287
insert;93573;true;8300;1203
insert;7277;true;5600;916
insert;84205;true;3400;730
insert;10891;true;6700;1077
insert;29812;true;9300;75
insert;59006;true;1900;221
insert;56218;true;3800;431
insert;65043;true;2100;544
insert;78410;true;9200;1239
insert;75484;true;7000;1102
insert;72937;true;6500;969
insert;86052;true;4300;827
insert;24763;true;4100;77
insert;26955;true;1400;82
insert;4763;true;3700;794
insert;97431;true;10400;1420
insert;95191;true;9400;1307
insert;56419;true;3900;446
insert;29534;true;5000;54
insert;2671;true;2300;683
insert;49523;true;2500;264
insert;37033;true;8800;57
insert;90077;true;6600;1034
insert;43608;true;1700;174
insert;33894;true;1700;57
insert;17331;true;10100;1412
insert;81439;true;1800;579
insert;7095;true;4600;917
insert;28170;true;6600;133
insert;6081;true;3600;868
insert;71410;true;4900;874
insert;60740;true;2300;302
insert;5533;true;3500;841
insert;57374;true;3100;511
insert;62569;true;2700;401
insert;93755;true;12500;1226
insert;37379;true;1200;40
insert;86856;true;4500;879
insert;97407;true;10400;1436
insert;79984;true;10100;1313
insert;95007;true;9300;1309
insert;73634;true;6800;1006
insert;50055;true;2900;297
insert;14896;true;9000;1306
insert;31764;true;1700;90
insert;81506;true;1800;594
insert;19744;true;11200;1535
insert;69338;true;4000;771
insert;665;true;1300;588
insert;69185;true;4400;764
insert;15847;true;9000;1355
insert;12111;true;7100;1166
insert;17341;true;9400;1439
insert;74853;true;7800;1087
insert;51371;true;1000;198
insert;11073;true;6600;1114
insert;20264;true;11800;1575
insert;26451;true;5700;102
insert;33096;true;1300;35
insert;43918;true;1900;191
insert;99466;true;11600;1543
insert;4297;true;5000;780
insert;44279;true;2200;214
insert;30711;true;1500;83
insert;53370;true;2400;299
insert;30912;true;1300;102
insert;3522;true;2600;749
insert;50235;true;2900;308
insert;9443;true;5900;1042
insert;10445;true;6700;1085
insert;43440;true;1600;171
insert;94228;true;8400;1258
insert;77515;true;9100;1224
insert;36497;true;1400;74
insert;86847;true;4600;887
insert;55881;true;3600;430
insert;1217;true;3500;636
insert;27115;true;1900;80
insert;48789;true;2200;221
insert;28632;true;12500;160
insert;91195;true;8400;1098
insert;37356;true;1500;44
insert;57407;true;8100;527
insert;38253;true;4300;76
insert;64034;true;1700;517
insert;49794;true;2700;288
insert;86242;true;5800;851
insert;65338;true;2300;572
insert;28071;true;5900;129
insert;774;true;1400;605
insert;84061;true;3100;746
insert;28145;true;5300;138
insert;49386;true;2500;265
insert;73698;true;7300;1029
insert;73758;true;6800;1032
insert;16237;true;10100;1406
insert;46883;true;3300;310
insert;17052;true;10100;1445
insert;54090;true;2600;340
insert;34595;true;1300;38
insert;54699;true;2900;381
insert;49738;true;2500;290
insert;43095;true;1400;155
insert;42494;true;2000;154
insert;6227;true;4400;910
insert;41183;true;2000;106
insert;45621;true;2700;276
insert;2565;true;2400;707
insert;48870;true;2000;231
insert;94098;true;8800;1265
insert;95443;true;9600;1360
insert;33955;true;1200;60
insert;89625;true;6000;1039
insert;45116;true;2300;253
insert;30648;true;1400;77
insert;67589;true;3200;683
insert;32783;true;1300;37
insert;92285;true;7400;1170
insert;84365;true;3300;769
insert;23965;true;1100;38
insert;45422;true;2300;270
insert;76809;true;8700;1212
insert;23373;true;3800;53
insert;47757;true;1200;162
insert;22391;true;1300;71
insert;49213;true;2300;257
insert;73390;true;6800;1009
insert;35596;true;1300;69
insert;69972;true;4900;834
insert;33235;true;1000;44
insert;98446;true;11100;1528
insert;88557;true;5500;999
insert;89138;true;5800;1028
insert;85251;true;4300;829
insert;45970;true;2800;299
insert;50349;true;3000;340
insert;10714;true;6500;1116
insert;16501;true;9700;1433
insert;14559;true;8600;1322
insert;85275;true;3900;832
insert;54874;true;2900;392
insert;35928;true;1100;43
insert;92178;true;8500;1185
insert;48413;true;2400;197
insert;57704;true;4300;549
insert;22704;true;1200;82
insert;64277;true;1700;533
insert;58071;true;1800;170
insert;45209;true;2300;258
insert;80871;true;1100;572
insert;72809;true;6400;996
insert;90651;true;7000;1111
insert;69248;true;4400;791
insert;84787;true;3500;806
insert;80929;true;1200;583
insert;40853;true;1100;91
insert;11971;true;7500;1197
insert;70221;true;4600;858
insert;3639;true;3300;776
insert;91308;true;7300;1146
insert;23961;true;1100;39
insert;23775;true;1000;37
insert;30203;true;1000;35
insert;1829;true;1700;677
insert;80686;true;10300;1393
insert;36636;true;8400;52
insert;88649;true;6000;1027
insert;85935;true;4200;870
insert;35828;true;8900;79
insert;60039;true;2400;275
insert;66954;true;2800;660
insert;6450;true;4600;940
insert;11177;true;6800;1159
insert;22163;true;1200;59
insert;33975;true;1000;65
insert;913;true;1400;634
insert;23269;true;900;35
insert;54828;true;2800;390
insert;52106;true;1300;243
insert;99027;true;12000;1589
insert;62099;true;3200;374
insert;7691;true;16600;1003
insert;78116;true;9600;1295
insert;48680;true;1700;226
insert;96190;true;10700;1456
insert;54390;true;2800;370
insert;70352;true;4700;872
insert;65580;true;1800;601
insert;57702;true;3700;559
insert;66597;true;2400;650
insert;47253;true;1100;157
insert;27727;true;7600;111
insert;71876;true;5700;951
insert;78900;true;9300;1350
insert;2511;true;2700;722
insert;51190;true;3800;391
insert;80729;true;10100;1419
insert;54672;true;2800;388
insert;47811;true;1400;175
insert;58865;true;1600;221
insert;54969;true;3100;413
insert;60031;true;12900;280
insert;92167;true;7500;1207
insert;95167;true;10900;1398
insert;14887;true;9200;1375
insert;48372;true;1600;204
insert;23076;true;1600;116
insert;45068;true;2300;255
insert;73935;true;7100;1082
insert;148;true;1100;596
insert;53573;true;2400;332
insert;5228;true;4200;883
insert;21200;true;11700;1702
insert;25986;true;1500;66
insert;2479;true;2300;727
insert;30775;true;1600;94
insert;29378;true;5900;55
insert;67726;true;3600;725
insert;77049;true;9700;1268
insert;49380;true;2500;293
insert;37693;true;1500;53
insert;18206;true;10600;1556
insert;15226;true;9400;1413
insert;36938;true;3700;57
insert;27044;true;7500;105
insert;79290;true;10200;1373
insert;24076;true;1100;41
insert;6691;true;5000;974
insert;3169;true;2700;771
insert;81321;true;1500;613
insert;53126;true;2000;307
insert;57909;true;1100;171
insert;10258;true;6500;1134
insert;3500;true;2700;797
insert;61075;true;2800;332
insert;29509;true;8900;71
insert;47969;true;1200;186
insert;5892;true;4400;934
insert;47966;true;1300;187
insert;86801;true;4200;932
insert;60724;true;2500;321
insert;4868;true;3700;877
insert;35960;true;1200;46
insert;25269;true;1800;81
insert;24577;true;1200;52
insert;66704;true;2300;662
insert;78755;true;8300;1359
insert;51610;true;1200;232
insert;74548;true;6900;1130
insert;50162;true;2800;352
insert;79951;true;7800;1409
insert;14472;true;6100;1378
insert;97446;true;8500;1533
insert;11474;true;5300;1219
insert;2847;true;1800;756
insert;79912;true;9600;1410
insert;47632;true;1000;175
insert;33213;true;1300;45
insert;38001;true;3200;82
insert;54472;true;2600;387
insert;20230;true;11800;1685
insert;27840;true;1400;102
insert;30946;true;1400;111
insert;11486;true;6300;1226
insert;47652;true;1300;180
insert;60196;true;2300;294
insert;31486;true;1400;71
insert;35851;true;1100;59
insert;55091;true;3000;436
insert;50137;true;2800;359
insert;43546;true;1600;190
insert;39401;true;1000;52
insert;28292;true;1700;139
insert;18836;true;10200;1627
insert;55179;true;3100;449
insert;93823;true;7800;1316
insert;86527;true;4300;917
insert;99091;true;10500;1618
insert;9714;true;5800;1132
insert;39363;true;1800;49
insert;81387;true;1700;623
insert;99408;true;11800;1642
insert;25346;true;1400;86
insert;78927;true;31100;1375
insert;46659;true;4600;333
insert;35215;true;2000;46
insert;77425;true;9100;1296
insert;27821;true;1900;104
insert;41991;true;2000;150
insert;39781;true;1100;51
insert;88117;true;5700;1013
insert;20231;true;13800;1697
insert;35012;true;15600;70
insert;14861;true;9200;1420
insert;13855;true;8100;1359
insert;55254;true;3900;456
insert;68906;true;4400;807
insert;45153;true;2700;266
insert;44230;true;1800;225
insert;75406;true;96600;1192
insert;60252;true;2300;301
insert;93681;true;8200;1322
insert;56212;true;4000;489
insert;66183;true;2700;643
insert;38846;true;1400;55
insert;88743;true;5900;1059
insert;75540;true;13200;1208
insert;88350;true;5800;1038
insert;93084;true;8400;1293
insert;6449;true;5300;988
insert;88784;true;5300;1068
insert;93825;true;9300;1345
insert;71563;true;6000;959
insert;92057;true;7700;1234
insert;229;true;1200;621
insert;21572;true;13400;1786
insert;14156;true;9800;1395
insert;68105;true;4000;772
insert;3689;true;3100;832
insert;61191;true;3000;348
insert;50736;true;3800;406
insert;87312;true;5100;977
insert;51354;true;1100;220
insert;10801;true;7400;1199
insert;93268;true;8100;1322
insert;82046;true;1900;677
insert;33024;true;1400;43
insert;88087;true;5200;1028
insert;73738;true;8200;1103
insert;46986;true;3700;350
insert;25996;true;1100;69
insert;84584;true;3200;833
insert;30501;true;1500;76
insert;30083;true;1000;34
insert;61780;true;3200;391
insert;39759;true;1100;52
insert;18257;true;10900;1622
insert;694;true;1400;653
insert;80900;true;1300;610
insert;3289;true;3100;808
insert;75152;true;8400;1200
insert;80064;true;10900;1447
insert;68044;true;4300;770
insert;93451;true;9000;1345
insert;32386;true;1300;59
insert;25301;true;1400;85
insert;4542;true;3600;889
insert;90405;true;7400;1162
insert;38177;true;12400;76
insert;97063;true;12300;1563
insert;35618;true;5300;79
insert;16902;true;13300;1564
insert;9775;true;6900;1163
insert;7181;true;5300;1050
insert;87505;true;5100;1002
insert;57513;true;4700;587
insert;90481;true;7600;1175
insert;44510;true;2800;241
insert;63404;true;1200;523
insert;24322;true;1400;43
insert;4527;true;3700;891
insert;30634;true;1400;83
insert;33219;true;1700;48
insert;34787;true;8000;65
insert;72377;true;6900;1026
insert;88998;true;6400;1106
insert;33303;true;1000;53
insert;23627;true;6200;53
insert;77517;true;10300;1339
insert;44949;true;2400;262
insert;97388;true;11900;1597
insert;41000;true;1500;103
insert;76323;true;9400;1272
insert;82615;true;2500;722
insert;12632;true;8300;1334
insert;71289;true;5900;961
insert;76000;true;9400;1262
insert;44876;true;2500;261
insert;61286;true;3300;362
insert;82876;true;2700;743
insert;7554;true;5400;1071
insert;12109;true;9000;1314
insert;80379;true;10100;1485
insert;80716;true;9000;1504
insert;47665;true;1200;185
insert;19910;true;13400;1739
insert;73539;true;7600;1105
insert;261;true;1200;642
insert;66560;true;2900;688
insert;58362;true;1200;201
insert;61677;true;3600;392
insert;29201;true;5000;47
insert;93983;true;10700;1398
insert;55683;true;3500;482
insert;94758;true;11100;1445
insert;97030;true;12300;1586
insert;70931;true;5600;953
insert;95847;true;10000;1531
insert;92515;true;9500;1312
insert;71662;true;6200;1002
insert;19445;true;12800;1727
insert;88221;true;6000;1071
insert;64328;true;2100;585
insert;13922;true;9100;1416
insert;60113;true;2200;299
insert;22218;true;2000;63
insert;91382;true;7700;1242
insert;65199;true;1900;624
insert;79740;true;9800;1475
insert;98992;true;12700;1709
insert;13569;true;8200;1395
insert;99002;true;12900;1712
insert;52676;true;2000;305
insert;19032;true;12600;1708
insert;4488;true;3800;899
insert;76159;true;8900;1296
insert;43410;true;1500;184
insert;79124;true;11200;1457
insert;98173;true;12900;1675
insert;41769;true;1800;140
insert;20277;true;13400;1778
insert;23133;true;1600;121
insert;34520;true;4800;57
insert;98651;true;13600;1696
insert;51100;true;4400;424
insert;41664;true;1700;139
insert;28282;true;2600;143
insert;72062;true;7200;1036
insert;45745;true;3100;321
insert;77968;true;10500;1401
insert;30278;true;1200;66
insert;54223;true;2800;392
insert;45234;true;2200;288
insert;21563;true;14600;1853
insert;45783;true;3100;329
insert;94549;true;10800;1449
insert;22344;true;1100;77
insert;45142;true;2400;286
insert;94579;true;9500;1454
insert;80281;true;10700;1514
insert;90551;true;6700;1209
insert;53957;true;2100;373
insert;94393;true;9700;1448
insert;58172;true;1300;194
insert;33241;true;1100;54
insert;23040;true;1400;120
insert;25444;true;1400;107
insert;14976;true;10100;1502
insert;71893;true;6300;1025
insert;58105;true;1200;193
insert;24556;true;4300;77
insert;62284;true;3700;432
insert;82107;true;1900;709
insert;75426;true;8400;1258
insert;55429;true;3900;484
insert;63734;true;1500;567
insert;20919;true;14100;1821
insert;37296;true;4200;64
insert;85021;true;3500;892
insert;50430;true;3400;391
insert;5686;true;4600;982
insert;53862;true;2500;373
insert;36526;true;1300;82
insert;28163;true;1700;138
insert;84692;true;3700;879
insert;29586;true;1200;43
insert;41691;true;1700;144
insert;42625;true;1100;153
insert;8721;true;6500;1147
insert;48734;true;2200;264
insert;275;true;1100;656
insert;64015;true;1600;586
insert;50541;true;3500;405
insert;15523;true;10500;1545
insert;24468;true;7800;77
insert;99962;true;14200;1808
insert;95794;true;10500;1565
insert;58686;true;1300;233
insert;17295;true;11000;1642
insert;1003;true;1700;719
insert;66763;true;3100;725
insert;34859;true;1100;45
insert;29950;true;4600;42
insert;10716;true;7200;1252
insert;85587;true;4100;938
insert;12656;true;7700;1375
insert;1024;true;1700;724
insert;77128;true;10000;1374
insert;41961;true;1900;163
insert;75576;true;8900;1285
insert;2924;true;2900;821
insert;21939;true;14300;1909
insert;6918;true;5100;1077
insert;37626;true;1300;52
insert;86550;true;5000;989
insert;87635;true;5700;1058
insert;86305;true;4800;975
insert;38703;true;1100;56
insert;29524;true;3500;58
insert;72986;true;7600;1124
insert;66832;true;2900;731
insert;33982;true;1200;68
insert;50247;true;3200;380
insert;81082;true;1400;658
insert;39813;true;1200;57
insert;66397;true;2700;706
insert;43145;true;1400;186
insert;61852;true;3500;418
insert;78113;true;10600;1441
insert;52280;true;1800;282
insert;80509;true;11600;1564
insert;11155;true;7700;1296
insert;33710;true;1100;43
insert;66175;true;2600;693
insert;93835;true;9700;1441
insert;14515;true;9800;1497
insert;74286;true;7900;1204
insert;22066;true;1000;59
insert;10519;true;8300;1252
insert;80736;true;12300;1587
insert;30156;true;1000;36
insert;53305;true;2100;337
insert;82375;true;2200;736
insert;60345;true;2600;333
insert;575;true;1200;683
insert;29138;true;6700;52
insert;78645;true;10900;1482
insert;3667;true;3500;886
insert;74375;true;8200;1213
insert;44671;true;2400;267
insert;98996;true;12700;1765
insert;72558;true;6900;1110
insert;26399;true;4400;102
insert;94346;true;9900;1482
insert;6592;true;5700;1071
insert;66433;true;2700;721
insert;44460;true;2700;258
insert;73658;true;6200;1182
insert;12228;true;8600;1382
insert;6125;true;4900;1043
insert;85470;true;4300;943
insert;14148;true;10000;1502
insert;46803;true;3400;379
insert;60438;true;2600;340
insert;37414;true;1200;50
insert;15354;true;10700;1583
insert;2052;true;2200;790
insert;40030;true;1300;80
insert;37301;true;6100;68
insert;26274;true;1300;74
insert;30321;true;1200;71
insert;48935;true;2400;291
insert;82309;true;15200;738
insert;35240;true;1300;50
insert;8544;true;6200;1179
insert;44123;true;2100;242
insert;25619;true;1500;113
insert;54921;true;3300;450
insert;78330;true;11000;1471
insert;31531;true;2000;82
insert;13891;true;9800;1486
insert;24364;true;1100;50
insert;71863;true;6300;1056
insert;28759;true;1100;34
insert;17514;true;12100;1721
insert;64385;true;1800;623
insert;61009;true;2900;365
insert;47461;true;1200;180
insert;64711;true;1800;636
insert;5649;true;4700;1020
insert;26830;true;1300;80
insert;73408;true;8200;1169
insert;58463;true;1400;226
insert;19691;true;11600;1829
insert;12065;true;68200;1392
insert;59831;true;4600;309
insert;21246;true;16400;1929
insert;4874;true;4000;980
insert;10484;true;6500;1283
insert;41050;true;1800;112
insert;78339;true;12300;1486
insert;22746;true;1900;102
insert;58050;true;1100;198
insert;2989;true;2800;854
insert;4136;true;3600;929
insert;18699;true;12800;1798
insert;91763;true;83900;1307
insert;27956;true;2300;119
insert;97128;true;12600;1668
insert;92880;true;7000;1391
insert;38038;true;1600;63
insert;33475;true;1200;67
insert;99334;true;11500;1812
insert;49964;true;3100;365
insert;32498;true;900;33
insert;84654;true;3000;899
insert;39922;true;1200;73
insert;9233;true;6800;1231
insert;28441;true;1500;168
insert;98410;true;10900;1760
insert;52288;true;1800;287
insert;20038;true;12600;1874
insert;87190;true;5400;1053
insert;39847;true;1300;68
insert;57291;true;5800;600
insert;24715;true;10500;84
insert;65198;true;2100;665
insert;49004;true;1800;300
insert;45921;true;2500;353
insert;62953;true;3300;499
insert;45707;true;2200;346
insert;59719;true;2000;308
insert;51785;true;1000;261
insert;82528;true;4900;762
insert;51503;true;1000;244
insert;84589;true;2700;901
insert;23481;true;800;34
insert;42366;true;1900;179
insert;41247;true;1400;124
insert;15451;true;9100;1625
insert;50253;true;2500;395
insert;33936;true;1200;66
insert;22455;true;1300;95
insert;93305;true;8500;1442
insert;84958;true;3100;927
insert;59688;true;1800;307
insert;33832;true;1000;59
insert;75175;true;8300;1310
insert;10198;true;5500;1284
insert;66499;true;2200;739
insert;5168;true;3600;1013
insert;8188;true;5800;1196
insert;22963;true;1800;124
insert;26584;true;1400;83
insert;67120;true;3400;786
insert;63179;true;4400;523
insert;29935;true;1000;31
insert;11729;true;8000;1393
insert;1026;true;1500;762
insert;90146;true;6700;1248
insert;31324;true;1300;67
insert;14931;true;10300;1611
insert;97005;true;10900;1689
insert;95743;true;9700;1626
insert;73951;true;7500;1229
insert;74434;true;7900;1256
insert;28142;true;1800;141
insert;19510;true;12600;1872
insert;6871;true;5100;1133
insert;5432;true;4000;1040
insert;77401;true;9300;1455
insert;61148;true;13700;393
insert;62009;true;3500;456
insert;46497;true;3300;383
insert;74978;true;10500;1312
insert;24243;true;7300;71
insert;20740;true;13900;1951
insert;54371;true;2800;423
insert;12905;true;7400;1484
insert;10386;true;6800;1315
insert;51505;true;1300;248
insert;59569;true;2300;303
insert;28428;true;1600;170
insert;32201;true;1200;52
insert;21010;true;11500;1974
insert;41899;true;2100;169
insert;37172;true;4000;61
insert;26592;true;1400;86
insert;36575;true;800;30
insert;21404;true;11900;2001
insert;4942;true;4100;1010
insert;15246;true;10000;1655
insert;28355;true;1900;165
insert;81693;true;1700;719
insert;33194;true;1000;50
insert;76099;true;7100;1385
insert;93881;true;9700;1494
insert;46565;true;3400;388
insert;35329;true;3900;73
insert;38401;true;1100;43
insert;90249;true;7100;1259
insert;62237;true;3900;472
insert;77914;true;10500;1494
insert;61724;true;3500;447
insert;78167;true;9900;1515
insert;36571;true;900;31
insert;21768;true;14300;2036
insert;2139;true;2500;833
insert;28876;true;1400;43
insert;59825;true;2400;328
insert;97605;true;11600;1752
insert;50390;true;3100;414
insert;49622;true;2300;347
insert;76511;true;7600;1414
insert;61609;true;3200;439
insert;26611;true;1300;91
insert;10115;true;7200;1314
insert;61421;true;3100;428
insert;23942;true;900;37
insert;4757;true;3300;1007
insert;95897;true;8700;1651
insert;27637;true;1400;102
insert;31126;true;1000;58
insert;9628;true;5800;1294
insert;39691;true;1100;57
insert;56043;true;3700;533
insert;11899;true;7800;1447
insert;75986;true;7800;1381
insert;42503;true;1600;193
insert;74259;true;7000;1250
insert;3145;true;3100;896
insert;70715;true;5200;1023
insert;25181;true;1500;88
insert;41219;true;1600;127
insert;28693;true;2000;190
insert;56106;true;4000;536
insert;34062;true;1800;85
insert;93075;true;9100;1438
insert;63571;true;1400;600
insert;88827;true;6500;1191
insert;10749;true;6700;1367
insert;57250;true;3800;619
insert;37349;true;1000;46
insert;4143;true;3200;966
insert;54853;true;3200;466
insert;87754;true;6000;1122
insert;2750;true;2700;873
insert;63048;true;4500;547
insert;56626;true;4300;575
insert;22064;true;1200;63
insert;94408;true;10100;1545
insert;62688;true;4200;522
insert;77970;true;9500;1517
insert;66819;true;2900;782
insert;44330;true;2000;267
insert;88714;true;5800;1190
insert;29999;true;1200;40
insert;51448;true;900;250
insert;45519;true;2400;338
insert;78972;true;10100;1587
insert;36048;true;1500;54
insert;3064;true;2800;896
insert;88928;true;5700;1207
insert;94239;true;9100;1538
insert;37914;true;1500;55
insert;2460;true;41200;857
insert;75245;true;31600;1348
insert;34530;true;49600;60
insert;34666;true;12700;63
insert;33826;true;1600;59
insert;47568;true;1500;194
insert;92399;true;4100;1415
insert;77614;true;4000;1507
insert;40249;true;1200;102
insert;88073;true;2100;1142
insert;89928;true;2300;1265
insert;42406;true;1200;196
insert;99543;true;4300;1902
insert;13944;true;4000;1590
insert;98648;true;3100;1839
insert;76207;true;2800;1420
insert;68027;true;1700;873
insert;4667;true;1100;1023
insert;17594;true;2800;1832
insert;39099;true;800;78
insert;72222;true;2300;1128
insert;42627;true;1100;167
insert;40519;true;900;95
insert;53085;true;1400;353
insert;38491;true;1000;53
insert;8205;true;2200;1251
insert;68233;true;1800;891
insert;83198;true;1900;844
insert;19551;true;3700;1942
insert;99904;true;3700;1941
insert;11391;true;2300;1435
insert;40942;true;1100;112
insert;74404;true;2600;1290
insert;30860;true;1800;118
insert;53408;true;1400;372
insert;52263;true;1000;305
insert;25058;true;1300;79
insert;68891;true;1400;933
insert;45598;true;1700;348
insert;95811;true;2900;1682
insert;3104;true;1600;910
insert;56727;true;2000;594
insert;71696;true;2300;1106
insert;52543;true;1300;333
insert;55629;true;1800;542
insert;24935;true;13100;113
insert;50898;true;1800;455
insert;28232;true;1200;156
insert;57229;true;1900;647
insert;36429;true;1000;83
insert;48311;true;1100;240
insert;18408;true;3400;1885
insert;37728;true;4600;82
insert;54943;true;1500;496
insert;38510;true;1000;56
insert;47551;true;1000;197
insert;34832;true;3400;63
insert;64584;true;1200;665
insert;97636;true;3300;1803
insert;45874;true;1600;371
insert;40205;true;1400;99
insert;96829;true;3100;1740
insert;61074;true;1500;403
insert;58645;true;1100;260
insert;22156;true;1000;74
insert;77371;true;2500;1512
insert;29867;true;1200;33
insert;97152;true;2700;1761
insert;53154;true;1200;373
insert;71376;true;1800;1087
insert;37221;true;900;40
insert;30643;true;1000;93
insert;47025;true;1200;424
insert;20268;true;3100;1994
insert;48524;true;1200;260
insert;41558;true;1100;155
insert;2698;true;1300;885
insert;25573;true;1400;84
insert;30199;true;9200;92
insert;29838;true;1400;46
insert;7393;true;2100;1220
insert;55489;true;1600;546
insert;69165;true;1500;954
insert;98892;true;3300;1874
insert;5494;true;1700;1097
insert;51416;true;1000;261
insert;45056;true;1300;309
insert;20248;true;3400;2002
insert;71474;true;2000;1095
